Report,Section,Sub section,Heading,Heading,Domain Agreement,Construct Agreement,WB CFIR domain,WB CFIR construct,Confidence/ Notes,SE CFIR domain,SE CFIR construct,Confidence/ Notes,Consensus Convo,Domain Consensus,Construct Consensus
1,System Evaluation,Market Surveillance,Only a small number of users used apps after the day of download.,The retention data shown in this report can provide a baseline of user retention by which to judge retention data provided by selected app companies.,Disagree,Disagree,Implementation process,Reflecting and evaluating: Innovation,,Implemenation Process,Reflecting and Evaluating,,,Implementation process,Reflecting and evaluating: Innovation
1,System Evaluation,Market Surveillance,Only a small number of users used apps after the day of download.,"In some cases, people may acquire the desired skills early on and no longer need the app. For other apps, sustained use may be key to gaining therapeutic benefit, but may not be needed for an app offering a one time stress assessment. When considering app usage data, Counties should consider the intended use of the app and how it will impact retention.",Disagree,Disagree,Implementation process,Reflecting and evaluating: Innovation,,Implemenation Process,Reflecting and Evaluating,,,Implementation process,Reflecting and evaluating: Innovation
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,Language: Many of these apps are not suitable for counties/cities targeting non English speaking populations since they do not provide resources in languages other than English.,Agree,Agree,Innovation,Adaptability,,Innovation,Adaptability,,,Innovation,Adaptability
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,"Internet Access: Most apps need to be connected to the internet to work. People with limited access to the internet, such as geographically isolated populations or those with limited data plans, will not be able to get on demand mental health sup port from these apps.",Agree,Agree,Individuals,Innovation recipients,,Individuals,Innovation Recipients,,,Individuals,Innovation recipients
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,"Assistive Technology: Most apps allow the user to customize content display to some degree (e.g., a user could increase the text size to better view the content). However, if users need a screen reader to read content aloud to them, this was not widely available.",Agree,Agree,Innovation,Adaptability,,Innovation,Adaptability,,,Innovation,Adaptability
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,User Experience: Chatbots had higher user experience scores than meditation and peer support apps from both experts and consumers.,Agree,Agree,Innovation,Relative advantage,,Innovation,Relative Advantage,,,Innovation,Relative advantage
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,Marketplace Data Review: Marketplace data showed that peer support apps were far less popular than meditation or chatbot apps. They were down loaded less and had fewer monthly and daily active users. This suggests that people may be more likely to engage with meditation or chatbot apps.,Agree,Agree,Innovation,Relative advantage,,Innovation,Relative Advantage,,,Innovation,Relative advantage
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,"Purpose of Chatbots: Although an app may say that it provides a mental health chatbot, some apps simply guided the user through the app rather than providing mental health support or chatting with the user about how they are feeling. Chatbot apps also may not always respond appropriately when a user says that they are in crisis.",Agree,Agree,Innovation,Design,,Innovation,Design,,,Innovation,Design
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,Digital Phenotyping Platforms: Digital phenotyping platforms can collect a range of passive data but are more limited in the range of active data collection modes. Most digital phenotyping platforms are intended for research and assessment purposes with limited opportunities for clinical intervention.,Agree,Agree,Innovation,Design,,Innovation,Design,,,Innovation,Design
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,"Passive Data: The most common passive data features are location, communication, and movement.",Disagree,Disagree,Implementation process,Reflecting and evaluating: Innovation,,Implemenation Process,Reflecting and Evaluating,,SE missing sub-construct,Implementation process,Reflecting and evaluating: Innovation
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,Active Data: The most common active data col lection method is surveys.,Disagree,Disagree,Implementation process,Reflecting and evaluating: Innovation,,Implemenation Process,Reflecting and Evaluating,,SE missing sub-construct,Implementation process,Reflecting and evaluating: Innovation
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,Availability: Most of the digital phenotyping platforms reviewed were available on both An droid and iOS.,Agree,Agree,Outer setting,Local conditions,,Outer Setting,Local Conditions,,,Outer setting,Local conditions
2,System Evaluation,Market Surveillance,Learnings from reviews of apps considered by counties/cities and apps outside of Help@Hand,Help@Hand RFSQ Approved Apps: Marketplace data of the RFSQ app show considerable monthly changes in downloads and use. Comparisons be tween RFSQ apps with number of downloads and monthly active users from products in similar cat egories in the marketplace generally show fewer downloads and less use of RFSQ products.,Agree,Agree,,,,,,,,,
3,System Evaluation,Market Surveillance,,Ensure that content within a particular app product aligns with program goals.,Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
3,System Evaluation,Market Surveillance,,Plans for implementing a product within a particular community should be built upon how the product is expected to be used by community members.,Agree,Agree,Implementation process,Assessing needs: Innovation recipients,,Implementation Process,Assessing Needs: Innovation Recipients,,,Implementation process,Assessing needs: Innovation recipients
4,Spotlight,Early Lessons Learned from myStrength in Tri City,,"Plan, plan, plan: Planning is key to successful implementation. Develop key partnerships as early as possible and solicit feedback from diverse stakeholders to help identify unanticipated barriers and provide necessary supports for success.",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
4,Spotlight,Early Lessons Learned from myStrength in Tri City,,Patience: Seeing the impacts and results of implementation takes time. Amanda anticipates it will take six months to see the early returns from the implementation and to have enough users to better understand how it works for people.,Agree,Agree,Implementation process,Reflecting and evaluating: Implementation,,Implementation Process,Reflecting and Evaluating: IMplementation,,,Implementation process,Reflecting and evaluating: Implementation
